Permit Number,Status,Street Number,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Added Date,Issue Date,Final Date,Building Area,Declared Valuation,Description,Application Type,Work Type,Use Code,Pre-direction,Location
822537,Stop Work,19404,CISSEL MANOR,DR,,POOLESVILLE,MD,20837,12/13/2017,01/24/2018,07/11/2018,3644,214900.00,"***HOUSE TYPE CHANGE - FORMERLY 711640***Customer Wants To Use ePlans,Construct new single-family home on Lot 15, Blk E Brightwell Crossing, Town of Poolesville, Refer Back# 733719 (Seneca L-50-D1)",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"19404 CISSEL MANOR DR
POOLESVILLE, MD 20837
(39.155125, -77.406331)"
773354,Stop Work,,,,,,,,09/22/2016,10/28/2016,,0,0.00,"Customer Wants To Use ePlans,NEW PURE MODEL: BRAHMS",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
793009,Stop Work,13800,BUFFLEHEAD,ST,,CLARKSBURG,MD,20871,03/17/2017,05/08/2017,10/27/2017,5116,175000.00,"Revision 793009 - DUE TO GRADE CHANGES GARAGE SLAB IS ABOVE FIRST FLOOR ELEVATION (400 SF),Customer Wants To Use ePlansCustomer Wants To Use ePlans,LOT: 46 BLOCK: Y SUBDIVISION: CABIN BRANCH HOUSE TYPE: AGATHA CHRISTI",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13800 BUFFLEHEAD ST
CLARKSBURG, MD 20871"
754784,Stop Work,7405,LAKE KATRINE,TER,,GAITHERSBURG,MD,20879,05/09/2016,05/09/2016,,500,10000.00,GARAGE ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7405 LAKE KATRINE TER
GAITHERSBURG, MD 20879
(39.177787, -77.155205)"
772293,Stop Work,,,,,,,,09/14/2016,09/30/2016,,0,0.00,"Customer Wants To Use ePlans,NEW PURE MODEL: STRATFORD HALL",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
823640,Stop Work,21816,FULMER,AVE,,CLARKSBURG,MD,20871,12/27/2017,01/18/2018,05/24/2018,5797,175000.00,"Revision 01 - ADD COVERED PORCH,Customer Wants To Use ePlansCustomer Wants To Use ePlans,LOT: 76
BLOCK: Y
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: REVERSE - TYLER",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21816 FULMER AVE
CLARKSBURG, MD 20871"
732420,Stop Work,,,,,,,,10/14/2015,11/12/2015,,5287,300000.00,"Customer Wants To Use ePlans,Chicago Pure Model 2015",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
772229,Stop Work,,,,,,,,09/14/2016,10/06/2016,,0,185000.00,PURE MODEL: HEMINGWAY II (M350),BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
220176,Stop Work,10405,HEBARD,ST,,KENSINGTON,MD,20895,05/31/2000,,,338,65000.00,,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10405 HEBARD ST
KENSINGTON, MD 20895
(39.025643, -77.084423)"
370068,Stop Work,418,VALLEY BROOK,DR,,SILVER SPRING,MD,20904,01/07/2005,01/07/2005,,,2000.00,,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"418 VALLEY BROOK DR
SILVER SPRING, MD 20904
(39.058076, -77.000505)"
799289,Stop Work,13648,HARRIER,WAY,,CLARKSBURG,MD,20871,05/15/2017,01/24/2018,06/12/2018,2772,95000.00,"Customer Wants To Use ePlans,LOT: 63
BLOCK: T
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: REVERSE - SCHUBERT",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13648 HARRIER WAY
CLARKSBURG, MD 20871
(39.218773, -77.285142)"
767369,Stop Work,,,,,,,,08/09/2016,08/30/2016,,0,175000.00,NEW PURE MODEL - FLORENCE***EPLANS***,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
729227,Stop Work,,,,,,,,09/21/2015,10/30/2015,,10002,159000.00,Pure Model 2015 Update- Windermere 771,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
515927,Stop Work,11049,CANDLELIGHT,LN,,POTOMAC,MD,20854,07/10/2009,07/14/2009,09/10/2009,264,2500.00,deck 264 sqft  Obtain HOA approval before construction of work,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,DECK,,"11049 CANDLELIGHT LN
POTOMAC, MD 20854
(39.039095, -77.169684)"
770574,Stop Work,22233,FULMER,AVE,,CLARKSBURG,MD,20871,09/01/2016,10/04/2016,03/08/2017,4732,300000.00,"Customer Wants To Use ePlans,Lot 28J Chicago Cabin Branch",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"22233 FULMER AVE
CLARKSBURG, MD 20871
(39.220276, -77.287696)"
802324,Stop Work,133,TRAVILAH CREST,TER,,ROCKVILLE,MD,20850,06/09/2017,07/19/2017,,2824,230000.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"133 TRAVILAH CREST TER
ROCKVILLE, MD 20850"
472437,Stop Work,13907,DAIRY FARM,DR,,BOYDS,MD,20841,11/29/2007,,,6566,250000.00,MODEL: CHEVY CHASE (refer back #421144) Lot #13,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13907 DAIRY FARM DR
BOYDS, MD 20841
(39.164352, -77.289669)"
487189,Stop Work,12204,ST JAMES,RD,,POTOMAC,MD,20854,06/09/2008,06/13/2008,07/21/2008,300,7500.00,bathroom in basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12204 ST JAMES RD
POTOMAC, MD 20854
(39.05637, -77.205556)"
784769,Stop Work,5707,ACHILLE,LN,,ROCKVILLE,MD,20855,12/28/2016,01/23/2017,05/08/2017,2454,159000.00,New single family dwelling - refer back Crosby #729217,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"5707 ACHILLE LN
ROCKVILLE, MD 20855
(39.129103, -77.115939)"
761850,Stop Work,167,KANDINSKY,LOOP,,SILVER SPRING,MD,20906,06/29/2016,08/08/2016,01/24/2017,1595,100000.00,"Customer Wants To Use ePlans,Lot 71 Knox MPDU #730786 Glenmont Metrocenter",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"167 KANDINSKY LOOP
SILVER SPRING, MD 20906"
797032,Stop Work,16612,KIPLING,RD,,ROCKVILLE,MD,20855,04/25/2017,04/25/2017,,144,500.00,MONTGOMERY COUNTY DECK DETAILS,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,DECK,,"16612 KIPLING RD
ROCKVILLE, MD 20855
(39.129326, -77.143536)"
537129,Stop Work,3821,BRADLEY,LN,,CHEVY CHASE,MD,20815,05/06/2010,05/06/2010,,6243,15000.00,ALTERATION  ****Revision to permit**3/22/2012,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,RESIDENTIAL ACCESSORY STRUCTURE,,"3821 BRADLEY LN
CHEVY CHASE, MD 20815
(38.976674, -77.076436)"
472438,Stop Work,13905,DAIRY FARM,DR,,BOYDS,MD,20841,11/29/2007,,,7052,250000.00,MODEL: OAKTON (refer back #421145) Lot #14,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13905 DAIRY FARM DR
BOYDS, MD 20841
(39.164258, -77.289463)"
339619,Stop Work,28500,RIDGE,RD,,MOUNT AIRY,MD,21771,04/02/2004,08/05/2004,,1500,750000.00,ADDITION - REVISION TO BUILDING PERMIT # 282603- REVISION TO PERMIT # : 339619 - Revision to porch,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"28500 RIDGE RD
MOUNT AIRY, MD 21771
(39.323916, -77.196836)"
840794,Stop Work,14029,GODWIT,ST,,CLARKSBURG,MD,20871,06/11/2018,07/26/2018,,3964,300000.00,"Customer Wants To Use ePlans, Cabin Branch Lot 64X Tacoma",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"14029 GODWIT ST
CLARKSBURG, MD 20871
(39.218131, -77.290087)"
774216,Stop Work,,,,,,,,09/27/2016,10/14/2016,,0,0.00,"Customer Wants To Use ePlans,NEW PURE MODEL: MITCHELL.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
836992,Stop Work,22024,FULMER,AVE,,CLARKSBURG,MD,20871,05/09/2018,06/04/2018,09/27/2018,5203,175000.00,"Customer Wants To Use ePlans,LOT: 61
BLOCK: Y
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: BALDWIN",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"22024 FULMER AVE
CLARKSBURG, MD 20871
(39.217497, -77.288282)"
627051,Stop Work,11897,SNOWDEN FARM,PKWY,,CLARKSBURG,MD,20871,02/25/2013,04/04/2013,07/20/2013,2160,200000.00,Model:Annapolis,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"11897 SNOWDEN FARM PKWY
CLARKSBURG, MD 20871
(39.228344, -77.250277)"
761021,Stop Work,13810,LONGACRES PRESERVE,CT,,POTOMAC,MD,20854,06/22/2016,07/27/2016,12/21/2016,8306,175000.00,"Customer Wants To Use ePlans,LOT: 12
SUBDIVISION: LONGACRES PRESERVE
HOUSE TYPE: REGENTS PARK II
ROW: STATE ROAD",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13810 LONGACRES PRESERVE CT
POTOMAC, MD 20854
(39.062281, -77.289172)"
759252,Stop Work,4529,ROSEDALE,AVE,,BETHESDA,MD,20814,06/10/2016,06/17/2016,,98,15000.00,add to residence,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4529 ROSEDALE AVE
BETHESDA, MD 20814
(38.992809, -77.091246)"
667553,Stop Work,22605,SHINING HARNESS,ST,,CLARKSBURG,MD,20871,03/28/2014,04/22/2014,07/31/2014,5644,195000.00,Referback : Model : Charlotte Bronte,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"22605 SHINING HARNESS ST
CLARKSBURG, MD 20871
(39.224677, -77.241503)"
780912,Stop Work,13825,FOGGY GLEN,DR,,SILVER SPRING,MD,20906,11/17/2016,01/12/2017,06/01/2017,6489,300000.00,"Customer Wants To Use ePlans,Lot 122V Sedona Poplar Run",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13825 FOGGY GLEN DR
SILVER SPRING, MD 20906
(39.081759, -77.030424)"
245284,Stop Work,304,DENNIS,AVE,,SILVER SPRING,MD,20901,04/12/2001,04/27/2001,,500,60000.00,,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"304 DENNIS AVE
SILVER SPRING, MD 20901
(39.028314, -77.014413)"
616833,Stop Work,11889,CHESTNUT BRANCH,WAY,,CLARKSBURG,MD,20871,11/06/2012,12/14/2012,05/06/2013,4257,300000.00,"MODEL: NEW WINDSOR with 4' Extension (refer back)

SITE REVISION 1/9/13",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"11889 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.227897, -77.246722)"
402463,Stop Work,13417,SCOTTISH AUTUMN,LN,,GAITHERSBURG,MD,20878,10/31/2005,11/21/2005,,650,30000.00,pool,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SWIMMING POOL & FENCE,,"13417 SCOTTISH AUTUMN LN
GAITHERSBURG, MD 20878
(39.091744, -77.283162)"
818928,Stop Work,8207,CONEFLOWER,WAY,,GAITHERSBURG,MD,20877,11/06/2017,11/06/2017,,48,2800.00,Adding stairs to basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"8207 CONEFLOWER WAY
GAITHERSBURG, MD 20877
(39.148112, -77.163983)"
819848,Stop Work,13767,DOVEKIE,AVE,,CLARKSBURG,MD,20871,11/15/2017,05/17/2018,10/28/2018,2772,90000.00,"Customer Wants To Use ePlans,UNIT: C
LOT: 49
BLOCK: T
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: SCHUBERT REVERSED",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13767 DOVEKIE AVE
CLARKSBURG, MD 20871"
472436,Stop Work,13909,DAIRY FARM,DR,,BOYDS,MD,20841,11/29/2007,,,6566,250000.00,MODEL: CHEVY CHASE (refer back #421144) Lot #12,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13909 DAIRY FARM DR
BOYDS, MD 20841
(39.164458, -77.289905)"
826395,Stop Work,4328,ARBOR WOOD,CT,,BURTONSVILLE,MD,20866,01/29/2018,03/07/2018,07/26/2018,5190,175000.00,"Customer Wants To Use ePlans,LOT: 11
BLOCK: B
SUBDIVISION: BENTLEY PARK/FAIRLAND PARK
HOUSE TYPE: MITCHELL",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4328 ARBOR WOOD CT
BURTONSVILLE, MD 20866"
265033,Stop Work,8521,BEECH TREE,RD,,BETHESDA,MD,20817,12/06/2001,01/04/2002,,4047,325000.00,"bsmt 1689, 1st fl 2241, deck 1127",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"8521 BEECH TREE RD
BETHESDA, MD 20817
(38.996226, -77.141803)"
821059,Stop Work,13703,PETREL,ST,,CLARKSBURG,MD,20871,11/29/2017,01/03/2018,06/25/2018,2529,300000.00,"Customer Wants To Use ePlans,Cabin Branch Lot 5Q Hadden 20EH",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13703 PETREL ST
CLARKSBURG, MD 20871"
746556,Stop Work,13305,WINDY MEADOW,LN,,SILVER SPRING,MD,20906,03/01/2016,03/29/2016,08/18/2016,4302,5000.00,"Revision 746556 - Finished Basement, Additional finished rooms Den and YHYW room  lot 15 U at Poplar Run,Customer Wants To Use ePlansCustomer Wants To Use ePlans,Lot 15U Mason Poplar Run",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13305 WINDY MEADOW LN
SILVER SPRING, MD 20906
(39.074006, -77.02904)"
523132,Stop Work,12313,ST JAMES,RD,,ROCKVILLE,MD,20850,10/09/2009,11/13/2009,,6532,,DEMOLITION/REBUILD,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"12313 ST JAMES RD
ROCKVILLE, MD 20850
(39.058216, -77.200444)"
763965,Stop Work,,,,,,,,07/14/2016,08/02/2016,,0,0.00,"Customer Wants To Use ePlans,NEW MODEL: REVERSE - GENOA",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
719050,Stop Work,,,,,,,,07/02/2015,01/04/2016,,0,0.00,"2015 IRC PURE MODEL=REMINGTON PLACE II*****

1/27/16 - REVISION TO STRUCTURAL ON PURE MODEL.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
821058,Stop Work,13701,PETREL,ST,,CLARKSBURG,MD,20871,11/29/2017,01/03/2018,06/21/2018,2822,300000.00,"Customer Wants To Use ePlans,Cabin Branch Lot 4Q Finley 22EF",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13701 PETREL ST
CLARKSBURG, MD 20871"
728413,Stop Work,12747,LONGFORD GLEN,DR,,GERMANTOWN,MD,20874,09/15/2015,10/02/2015,03/14/2016,1445,90000.00,Model: Oakland,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"12747 LONGFORD GLEN DR
GERMANTOWN, MD 20874"
338167,Stop Work,6325,GRIFFITH,RD,,GAITHERSBURG,MD,20882,03/23/2004,03/23/2004,,2660,3000.00,Extend storage Building,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"6325 GRIFFITH RD
GAITHERSBURG, MD 20882
(39.227094, -77.128713)"
472439,Stop Work,13903,DAIRY FARM,DR,,BOYDS,MD,20841,11/29/2007,,,7052,250000.00,MODEL: OAKTON (refer back #421145) Lot #15,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13903 DAIRY FARM DR
BOYDS, MD 20841
(39.164159, -77.289251)"
456186,Stop Work,13311,LATROBE,LN,,CLARKSBURG,MD,20871,06/11/2007,,,4111,,Lot 2 Blcok 5 Wants this to be a Refer Back,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13311 LATROBE LN
CLARKSBURG, MD 20871
(39.234755, -77.276361)"
729191,Stop Work,,,,,,,,09/21/2015,10/30/2015,,1,159000.00,2015 Code Pure Model-Chatham 508,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
728416,Stop Work,12741,LONGFORD GLEN,DR,,GERMANTOWN,MD,20874,09/15/2015,10/02/2015,03/14/2016,1445,90000.00,Model: Oakland,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"12741 LONGFORD GLEN DR
GERMANTOWN, MD 20874"
718501,Stop Work,12323,JUNIPER BLOSSOM,PL,,CLARKSBURG,MD,20871,06/29/2015,06/22/2016,10/24/2016,1809,100000.00,"Customer Wants To Use ePlans,Referback to 18' MPDU Pure model #618092 (2012 IRC) Lot 40 FF Clarksburg Village MPDU***",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"12323 JUNIPER BLOSSOM PL
CLARKSBURG, MD 20871
(39.2244, -77.252652)"
838284,Stop Work,21721,PEACH TREE,RD,,DICKERSON,MD,20842,05/21/2018,07/18/2018,11/14/2018,7913,175000.00,"Customer Wants To Use ePlans,LOT: 2
SUBDIVISION: GREEN TREE FARM
HOUSE TYPE: STRATFORD HALL,Special Exception",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"21721 PEACH TREE RD
DICKERSON, MD 20842
(39.212653, -77.360905)"
456455,Stop Work,23109,ROBERTS TAVERN,DR,,CLARKSBURG,MD,20871,06/13/2007,,,4077,200000.00,"Restricted Model-Unit 1, Front Garage",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"23109 ROBERTS TAVERN DR
CLARKSBURG, MD 20871
(39.234106, -77.275525)"
821062,Stop Work,13709,PETREL,ST,,CLARKSBURG,MD,20871,11/29/2017,01/09/2018,06/27/2018,2782,300000.00,"Customer Wants To Use ePlans,Cabin Branch Lot 8Q Finley 22EF",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13709 PETREL ST
CLARKSBURG, MD 20871"
728414,Stop Work,12745,LONGFORD GLEN,DR,,GERMANTOWN,MD,20874,09/15/2015,10/02/2015,03/14/2016,1445,90000.00,Model: Oakland,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"12745 LONGFORD GLEN DR
GERMANTOWN, MD 20874"
774218,Stop Work,,,,,,,,09/27/2016,11/08/2016,,0,0.00,"Customer Wants To Use ePlans,NEW PURE MODEL: REVERSE - MITCHELL.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
629303,Stop Work,3208,FAYETTE,RD,,KENSINGTON,MD,20895,03/21/2013,03/22/2013,05/02/2013,288,45000.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"3208 FAYETTE RD
KENSINGTON, MD 20895
(39.025679, -77.064934)"
259872,Stop Work,22801,WILDCAT,RD,,GAITHERSBURG,MD,20882,10/02/2001,,,7426,250000.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"22801 WILDCAT RD
GAITHERSBURG, MD 20882
(39.230479, -77.20563)"
736842,Stop Work,19531,WOOTTON,AVE,,POOLESVILLE,MD,20837,11/19/2015,07/29/2016,12/23/2016,2288,100000.00,"Lot 17, Contruct 3 level townhome. Pure Model #732884 (Chandler II).",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"19531 WOOTTON AVE
POOLESVILLE, MD 20837
(39.142496, -77.406116)"
766618,Stop Work,13508,KILDARE HILLS,TER,,GERMANTOWN,MD,20874,08/03/2016,09/14/2016,03/08/2017,2960,95000.00,"Customer Wants To Use ePlans,LOT: 26 BLOCK: A SUBDIVISION: WATERFORD HILLS HOUSE TYPE: REVERSE - STRAUSS (ADDTIONAL SHEETS UPLOADED FOR REVERSED CONDITION)

PURE MODEL-ORIGINAL A/P# 742621",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13508 KILDARE HILLS TER
GERMANTOWN, MD 20874
(39.178208, -77.276251)"
617244,Stop Work,12950,GLEN MILL,RD,,POTOMAC,MD,20854,11/09/2012,11/14/2012,,500,125000.00,ADD - ON TO KITCHEN BUILDING AND OFFICE,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"12950 GLEN MILL RD
POTOMAC, MD 20854
(39.0685, -77.213081)"
772667,Stop Work,,,,,,,,09/16/2016,11/09/2016,,3169,150000.00,"Customer Wants To Use ePlans,Placing PLANS ON FILE for Residential (R5) Pure Model TOWNHOME with Rear loading garage, and loft ; Model Name: """"2326 ELLICOTT""""; Type of Construction- VB-Unprotected.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,
809216,Stop Work,626,RITCHIE,AVE,,SILVER SPRING,MD,20910,08/07/2017,08/16/2017,10/31/2017,760,14000.00,"Customer Wants To Use ePlans,To install 4.5 kW size of solar panels on the roof of the building.",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"626 RITCHIE AVE
SILVER SPRING, MD 20910
(38.988709, -77.014296)"
769638,Stop Work,13210,REDSPIRE,DR,,SILVER SPRING,MD,20906,08/25/2016,09/20/2016,03/01/2017,6514,300000.00,"Customer Wants To Use ePlans,Lot 38U Sedona Poplar Run",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13210 REDSPIRE DR
SILVER SPRING, MD 20906
(39.071837, -77.028411)"
889789,Stop Work,,,,,,,,09/16/2019,10/08/2019,,2256,300000.00,"Customer Wants To Use ePlans,Pure Model 41LN Montrose Reverse Interior**",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,
802016,Stop Work,310,CLOVERLY FOREST,DR,,SILVER SPRING,MD,20905,06/07/2017,07/11/2017,12/22/2017,4820,168000.00,NEW SFD ON VACANT LOT - REFERBACK - AMY MODEL ELEVATION E,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"310 CLOVERLY FOREST DR
SILVER SPRING, MD 20905"
291027,Stop Work,14235,SENECA,RD,,GERMANTOWN,MD,20874,10/28/2002,,,6400,200000.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"14235 SENECA RD
GERMANTOWN, MD 20874
(39.0983, -77.295449)"
293659,Stop Work,22609,HAWLINGS RIVER,DR,,GAITHERSBURG,MD,20882,12/03/2002,,,1991,75000.00,"DEMO AND REBUILD

MFGR:  DELUXE CUSTOM HOMES OF PA
MODEL:  VICTORIA",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,MODULAR,,"22609 HAWLINGS RIVER DR
GAITHERSBURG, MD 20882
(39.228369, -77.118804)"
780955,Stop Work,16608,HEARTWOOD,DR,,ROCKVILLE,MD,20855,11/17/2016,01/05/2017,04/21/2017,2510,159000.00,"New Single Family Dwelling - Refer Back Chatham # 729191

*AO APPLICATION*",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"16608 HEARTWOOD DR
ROCKVILLE, MD 20855
(39.127844, -77.114615)"
697085,Stop Work,8703,HIDDEN HILL,LN,,POTOMAC,MD,20854,12/09/2014,12/09/2014,03/27/2015,160,60000.00,repair Foundation wall,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"8703 HIDDEN HILL LN
POTOMAC, MD 20854
(39.024701, -77.178448)"
765792,Stop Work,22544,BROADWAY,AVE,,CLARKSBURG,MD,20871,07/28/2016,08/23/2016,02/16/2017,2575,300000.00,"Customer Wants To Use ePlans,Lot 2L 20EB Cabin Branch",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"22544 BROADWAY AVE
CLARKSBURG, MD 20871"
786011,Stop Work,13728,LAPWING,WAY,,CLARKSBURG,MD,20871,01/10/2017,02/02/2017,06/28/2017,4713,300000.00,"Customer Wants To Use ePlans,Lot 28Q Cabin Branch Barrington",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13728 LAPWING WAY
CLARKSBURG, MD 20871"
772854,Stop Work,11420,NAIRN,RD,,SILVER SPRING,MD,20902,09/19/2016,08/04/2017,,4241,500000.00,"AO - single family home, vacant lot - requested Expedited review",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"11420 NAIRN RD
SILVER SPRING, MD 20902
(39.044765, -77.043393)"
842852,Stop Work,24328,RED BLAZE,DR,,DAMASCUS,MD,20872,06/26/2018,07/02/2018,,684,30000.00,"Customer Wants To Use ePlans,38' x 18' in ground pool, depth 3 1/2 x 7 1/2, fence by owner",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SWIMMING POOL,,"24328 RED BLAZE DR
DAMASCUS, MD 20872
(39.261534, -77.229432)"
810216,Stop Work,14006,STILT,ST,,CLARKSBURG,MD,20871,08/15/2017,08/28/2017,06/27/2018,5044,300000.00,"Customer Wants To Use ePlans,Lot 53X Cabin Branch Manhattan",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"14006 STILT ST
CLARKSBURG, MD 20871"
765797,Stop Work,22540,BROADWAY,AVE,,CLARKSBURG,MD,20871,07/28/2016,08/23/2016,02/16/2017,2851,300000.00,"Customer Wants To Use ePlans,Lot 4L 22EB Cabin Branch",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"22540 BROADWAY AVE
CLARKSBURG, MD 20871"
775741,Stop Work,,,,,,,,10/07/2016,11/02/2016,,0,175000.00,"Customer Wants To Use ePlans,New Pure Model: Reverse - Longwood",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
799288,Stop Work,13646,HARRIER,WAY,,CLARKSBURG,MD,20871,05/15/2017,01/24/2018,,2772,95000.00,"Customer Wants To Use ePlans,LOT: 64
BLOCK: T
SUBDIVISION: CABIN BRANCH
HOUSE TYPE: REVERSE - McPHERSON",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13646 HARRIER WAY
CLARKSBURG, MD 20871
(39.218802, -77.28506)"
