"permitno","status","stno","stname","suffix","postdir","city","state","zip","addeddate","issueddate","finaleddate","buildingarea","declaredvaluation","description","applicationtype","worktype","usecode","predir","location"
"580695","Finaled","8905","IRON GATE","CT",,"POTOMAC","MD","20854","2011-09-27T01:09:06.000","2011-12-21T11:12:00.000","2013-04-05T04:04:00.000","12990","1200000","2 story addition &amp; Interior Alterations Revision 03/26/2013 show plans&nbsp;showing&nbsp;now the deck is connected to house&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"8905 IRON GATE CT
POTOMAC, MD 20854
(39.024432, -77.193778)"
"581017","Issued","19515","FREDERICK","RD",,"GERMANTOWN","MD","20876","2011-09-30T07:09:57.000","2011-10-21T08:10:00.000",,"195","8000","Bedroom &amp; deck","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"19515 FREDERICK RD
GERMANTOWN, MD 20876
(39.175769, -77.238119)"
"581288","Issued","5800","GROSVENOR","LN",,"BETHESDA","MD","20814","2011-10-04T02:10:53.000","2012-03-13T12:03:00.000",,"8589.77","500000","Demolition/Rebuild / ROW 273034

&nbsp;*Revision 6/13/12 - Adding exterior egress window well with ladder*

REVISION issued on 7/16/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"5800 GROSVENOR LN
BETHESDA, MD 20814
(39.022527, -77.116106)"
"581406","Finaled","7822","CAYUGA","AVE",,"BETHESDA","MD","20817","2011-10-05T02:10:38.000","2011-10-25T09:10:00.000","2013-10-07T02:10:17.000","3077","170000","kitchen, bedroom, 2 car garage **Revision on 3/22/2012 balcony, framing and crawl space.

**REVISION**&nbsp; 10/14/13&nbsp; Altering the Front &amp; Rear Porch","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"7822 CAYUGA AVE
BETHESDA, MD 20817
(38.989407, -77.138819)"
"581534","Finaled","8314","LORING","DR",,"BETHESDA","MD","20817","2011-10-06T01:10:17.000","2012-08-13T09:08:00.000","2015-03-20T11:03:30.000","6706","500000","DEMO / REBUILD&nbsp; Revision 07/18/2013 to change&nbsp;I'joist","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"8314 LORING DR
BETHESDA, MD 20817
(38.993799, -77.135782)"
"581628","Finaled","1311","BRIGHTON DAM","RD",,"BROOKEVILLE","MD","20833","2011-10-07T11:10:05.000","2011-10-07T01:10:00.000","2012-12-20T07:12:21.000","5801","200000","Roof Restoration, Garage 1st &amp; 2nd story addition, and walkout basement (Original Permit #467055 has expired). Code Modification #578584 was approved to allow this permit application to be submitted under the 2006 IRC.","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"1311 BRIGHTON DAM RD
BROOKEVILLE, MD 20833
(39.19377, -77.032183)"
"582875","Issued","5625","HUNTINGTON","PKWY",,"BETHESDA","MD","20817","2011-10-24T12:10:24.000","2011-11-14T10:11:00.000",,"1325","250000","Two Story Addition &amp; Garage (O/T not collected: Due)","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"5625 HUNTINGTON PKWY
BETHESDA, MD 20817
(38.9925, -77.115318)"
"582946","Issued","5812","COPPELIA","DR",,"ROCKVILLE","MD","20855","2011-10-25T09:10:36.000","2011-10-25T10:10:00.000",,"1000","15000","CONVERT GARAGE TO SALES OFFICE U&amp;O 271787

*REVISION 6/2/14-COVERT SALES OFFICE BACK TO GARAGE*","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"5812 COPPELIA DR
ROCKVILLE, MD 20855
(39.135693, -77.119078)"
"583351","Issued","3810","WARNER","ST",,"KENSINGTON","MD","20895","2011-10-28T02:10:26.000","2011-12-12T01:12:00.000",,"180","5000","restore/repair

**REVISION TO STRUCTURAL 2/5/13**

REVISION - 2ND - REPAIR TO&nbsp;REAR PORCH - EFFECTED SQAURE FOOTAGE 205","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"3810 WARNER ST
KENSINGTON, MD 20895
(39.026199, -77.075968)"
"584068","Finaled","511","ALBANY","AVE",,"TAKOMA PARK","MD","20912","2011-11-08T10:11:32.000","2011-11-08T12:11:00.000","2013-08-02T02:08:49.000","50","40000","front porch &amp; yard planters/retaining walls &amp; sidewalks","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"511 ALBANY AVE
TAKOMA PARK, MD 20912
(38.981662, -77.019279)"
"584160","Finaled","9005","CONGRESSIONAL","CT",,"POTOMAC","MD","20854","2011-11-08T02:11:41.000","2012-09-07T01:09:45.000","2014-11-26T07:11:22.000","7973","500000","DEMO / REBUILD

*REVISION 4/9/13*

REVISION #2 submitted on 01/27/14 - Architectural &amp; Structural&nbsp;(Interior Layout) no change in sqft or cost. (emc) 

Revision # issue 2/7/14 (emc)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"9005 CONGRESSIONAL CT
POTOMAC, MD 20854
(39.001256, -77.185147)"
"584913","Finaled","9902","ASHBURTON","LN",,"BETHESDA","MD","20817","2011-11-17T01:11:15.000","2011-12-16T01:12:00.000","2013-09-30T07:09:31.000","1520","129000","1 story addition and adding a room off living room **REVISION** 12/28/11 Adding Front &amp; side Porches","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9902 ASHBURTON LN
BETHESDA, MD 20817
(39.017703, -77.12478)"
"585079","Finaled","11110","NICHOLAS","DR",,"SILVER SPRING","MD","20902","2011-11-21T09:11:48.000","2012-02-03T03:02:00.000","2013-02-27T03:02:41.000","920","70000","addition &amp; shed permit","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"11110 NICHOLAS DR
SILVER SPRING, MD 20902
(39.038962, -77.036996)"
"585588","Finaled","6900","RIDGEWOOD","AVE",,"CHEVY CHASE","MD","20815","2011-11-29T10:11:36.000","2011-11-29T11:11:00.000","2013-05-08T04:05:05.000","180","5000","BASEMENT, BATH &amp; LAUNDRY REMODEL

EXTENSION GRANTED UNTIL 9/7/13","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"6900 RIDGEWOOD AVE
CHEVY CHASE, MD 20815
(38.979024, -77.08323)"
"586110","Issued","10111","NORTON","RD",,"POTOMAC","MD","20854","2011-12-06T11:12:54.000","2011-12-06T12:12:00.000",,"700","45000","Gazebo &amp; Shed","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"10111 NORTON RD
POTOMAC, MD 20854
(39.027053, -77.217695)"
"586147","Finaled","9904","ASHBURTON","LN",,"BETHESDA","MD","20817","2011-12-06T01:12:23.000","2011-12-06T02:12:00.000","2015-03-11T03:03:51.000","500","8000","RESTORE AND REPAIR DUE TO FLOOD- FAMILY ROOM, LAUNDRY, STORAGE- ***Revision 6/13/2013-room&nbsp;designation change***","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"9904 ASHBURTON LN
BETHESDA, MD 20817
(39.017851, -77.124836)"
"586163","Finaled","4800","BROAD BROOK","CT",,"BETHESDA","MD","20814","2011-12-07T08:12:33.000","2011-12-16T08:12:00.000","2013-09-24T02:09:19.000","2000","150000","GARAGE, PORCH &amp; BEDROOM ADDITION

**FINAL ONLY EXP: 01/22/2013**","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"4800 BROAD BROOK CT
BETHESDA, MD 20814
(39.012409, -77.096159)"
"586287","Finaled","14421","CLAY ROCK","LN",,"SILVER SPRING","MD","20906","2011-12-08T09:12:45.000","2012-07-25T12:07:10.000","2012-11-29T07:11:41.000","2040","150000","House Type: Glenmont MPDU

&nbsp;ROW 268658","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"14421 CLAY ROCK LN
SILVER SPRING, MD 20906
(39.0929, -77.061611)"
"586626","Finaled","8516","HOWELL","RD",,"BETHESDA","MD","20817","2011-12-12T02:12:41.000","2012-01-06T03:01:00.000","2012-08-16T03:08:08.000","8071","0","REBUILD&nbsp;&nbsp;/ &nbsp;REVISION 06/13/2012 ADDING&nbsp;&nbsp; COVERED PORCH OVER EXISTING PATIO","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"8516 HOWELL RD
BETHESDA, MD 20817
(38.996645, -77.133575)"
"587172","Issued","5008","ACACIA","AVE",,"BETHESDA","MD","20814","2011-12-19T01:12:10.000","2011-12-23T02:12:00.000",,"837","20000","1 floor addition: family room, dormer, deck, and Front Porch**REVISION- structural changes-05/02/2012** additional 56 sq ft.6/14/12 revision&nbsp;remove existing roof extend new wall and add new truss roof system. Increase in square footage 160 square feet.existing square footage was 677 added 160 and&nbsp;new&nbsp;total&nbsp;&nbsp;is 837....WJD

12/31/12 - 6 MONTH EXPIRATION EXTENSION GIVEN","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"5008 ACACIA AVE
BETHESDA, MD 20814
(39.007834, -77.099938)"
"587350","Finaled","9805","LIGHT","DR",,"SILVER SPRING","MD","20903","2011-12-21T09:12:40.000","2011-12-21T10:12:00.000","2012-12-21T02:12:51.000","600","80000","FIRE DAMAGED - Restore &amp; Repair&nbsp;","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING","E","9805 LIGHT DR
SILVER SPRING, MD 20903
(39.016198, -76.985765)"
"587643","Finaled","7603","WESTFIELD","DR",,"BETHESDA","MD","20817","2011-12-27T10:12:43.000","2012-02-15T11:02:00.000","2012-08-13T08:08:34.000","6877","205000","Demo/Rebuild&nbsp;&nbsp; Revision 07/17/2012 Addition of basement areaway","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"7603 WESTFIELD DR
BETHESDA, MD 20817
(38.986082, -77.124973)"
"588270","Finaled","9618","DEWITT","DR",,"SILVER SPRING","MD","20910","2012-01-06T08:01:00.000","2012-01-23T10:01:00.000","2013-08-05T07:08:48.000","1700","185000","Restore and repair***REVISION TO1 WALL IN BASEMENT- 06/14/2012*&nbsp;","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"9618 DEWITT DR
SILVER SPRING, MD 20910
(39.011919, -77.056188)"
"588737","Finaled","10306","SUMMIT","AVE",,"KENSINGTON","MD","20895","2012-01-12T02:01:40.000","2012-03-23T03:03:00.000","2012-11-29T07:11:33.000","3774","250000","Modular Home-Champion Home Builders on Vacant Lot&nbsp; Revision 08/09/2012

Revision issued on 8/21/12 (emc)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"10306 SUMMIT AVE
KENSINGTON, MD 20895
(39.024612, -77.080829)"
"588850","Finaled","9010","KIRKDALE","RD",,"BETHESDA","MD","20817","2012-01-17T08:01:12.000","2012-01-17T09:01:00.000","2013-01-04T03:01:22.000","224","22200","Addition/deck&nbsp;&nbsp; Revision 07/26/2012 Structural","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9010 KIRKDALE RD
BETHESDA, MD 20817
(39.00503, -77.13073)"
"588970","Finaled","5410","MOORLAND","LN",,"BETHESDA","MD","20814","2012-01-17T02:01:54.000","2012-02-10T02:02:35.000","2013-03-19T08:03:18.000","2921","400000","Addition&nbsp; *Revision 7/11/12 - room name change*","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"5410 MOORLAND LN
BETHESDA, MD 20814
(38.986082, -77.108785)"
"588992","Finaled","5009","SCARSDALE","RD",,"BETHESDA","MD","20816","2012-01-18T07:01:17.000","2012-03-23T09:03:00.000","2013-09-23T02:09:14.000","925","400000","Addition &amp; Alteration","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"5009 SCARSDALE RD
BETHESDA, MD 20816
(38.955408, -77.116232)"
"589003","Issued","6912","OAKRIDGE","AVE",,"CHEVY CHASE","MD","20815","2012-01-18T08:01:31.000","2012-02-01T01:02:00.000",,"1073","200000","One Story Addition &amp; Garage","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"6912 OAKRIDGE AVE
CHEVY CHASE, MD 20815
(38.980223, -77.085643)"
"589553","Finaled","12108","CYPRESS SPRING","RD",,"CLARKSBURG","MD","20871","2012-01-25T01:01:24.000","2012-01-25T02:01:00.000","2012-06-25T07:06:18.000","900","5000","storage and playroom / Revision&nbsp; 06/18/2012 to change storage room info office","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"12108 CYPRESS SPRING RD
CLARKSBURG, MD 20871
(39.232677, -77.253791)"
"589556","Stop Work","219","GRANVILLE","DR",,"SILVER SPRING","MD","20901","2012-01-25T01:01:15.000","2013-11-20T03:11:35.000",,"740","52000","Rebuilding 2nd Addition &amp; Interior Alterations &amp; exterior alterations","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"219 GRANVILLE DR
SILVER SPRING, MD 20901
(39.013991, -77.014412)"
"589609","Finaled","8354","BRODERICK","CIR",,"GAITHERSBURG","MD","20877","2012-01-25T04:01:17.000","2012-06-20T04:06:55.000","2013-07-08T01:07:52.000","2200","155000","Model B-Permit extended&nbsp;until 12/20/2013&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"8354 BRODERICK CIR
GAITHERSBURG, MD 20877
(39.147796, -77.17046)"
"590670","Finaled","11136","POWDER HORN","DR",,"POTOMAC","MD","20854","2012-02-08T11:02:42.000","2012-02-08T12:02:00.000","2012-09-11T07:09:41.000","450","40000","interior alteration

****REVISION submitted 8/2/12--due to storm damage on roof&nbsp; 150sq, est. cost $17,000.00*****snb","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"11136 POWDER HORN DR
POTOMAC, MD 20854
(39.039156, -77.180498)"
"590712","Issued","9716","FOREST GROVE","DR",,"SILVER SPRING","MD","20910","2012-02-08T12:02:09.000","2012-04-10T03:04:00.000",,"2787","75000","one story addition and second story addition&nbsp; *Revision 6/7/12 - Adding bay window &amp; interior staircase*","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9716 FOREST GROVE DR
SILVER SPRING, MD 20910
(39.015528, -77.039999)"
"591378","Finaled","11143","CAPTAINS WALK","CT",,"GAITHERSBURG","MD","20878","2012-02-16T09:02:03.000","2012-04-25T03:04:00.000","2012-12-17T07:12:21.000","396","23500","family room addition***REVISION (6/14/2012)- Adding a window &amp; Change Roof Truss","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"11143 CAPTAINS WALK CT
GAITHERSBURG, MD 20878
(39.094996, -77.225443)"
"591436","Issued","12805","BRANDON GREEN","CT",,"SILVER SPRING","MD","20904","2012-02-16T01:02:39.000","2012-02-28T12:02:00.000",,"950","22600","addition to sfd

&nbsp;

**REVISION ADDING BATHROOM TO ADDITION 10/9/12**","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"12805 BRANDON GREEN CT
SILVER SPRING, MD 20904
(39.066876, -77.025261)"
"592087","Finaled","38","TRAILRIDGE","CT",,"POTOMAC","MD","20854","2012-02-27T11:02:01.000","2012-03-01T11:03:00.000","2013-07-29T03:07:53.000","308","15000","Screened Porch&nbsp; Permit Extended 03/21/2013 to 09/12/2013","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"38 TRAILRIDGE CT
POTOMAC, MD 20854
(39.052237, -77.199615)"
"593095","Finaled","12109","SIOUX","PL",,"GAITHERSBURG","MD","20878","2012-03-09T07:03:49.000","2012-03-09T09:03:00.000","2013-09-12T03:09:13.000","335","6000","Replacing existing DECK w/steps (Per Montgomery County Deck Details).&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"12109 SIOUX PL
GAITHERSBURG, MD 20878
(39.128657, -77.252217)"
"593234","Finaled","907","BRENTWOOD","LN",,"SILVER SPRING","MD","20902","2012-03-12T10:03:48.000","2012-03-12T11:03:00.000","2013-05-22T04:05:33.000","275","42000","2 bath renovations

**REVISIONS...FAILED FRAMING INSPECTION&nbsp; 8/31/12**&nbsp; Extended for 2 months until 5/20/2013.&nbsp; Permit is good until June 3rd 2013.","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"907 BRENTWOOD LN
SILVER SPRING, MD 20902
(39.050225, -77.027177)"
"593374","Issued","15317","EMORY","LN",,"ROCKVILLE","MD","20853","2012-03-13T11:03:18.000","2012-03-13T12:03:00.000",,"545","12000","bathroom, garage door, brick veneer&nbsp;&nbsp; Extended permit 10/12/2013.","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"15317 EMORY LN
ROCKVILLE, MD 20853
(39.108253, -77.099807)"
"593599","Finaled","7404","ROCKY","RD",,"GAITHERSBURG","MD","20882","2012-03-15T10:03:15.000","2012-03-23T03:03:26.000","2013-10-17T04:10:59.000","1139","107000","addition

**REVISION TO STRUCTURE 3/8/13**&nbsp;&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"7404 ROCKY RD
GAITHERSBURG, MD 20882
(39.233837, -77.15234)"
"593976","Issued","7105","45TH","ST",,"CHEVY CHASE","MD","20815","2012-03-20T11:03:20.000","2012-06-26T02:06:05.000",,"6000","1732759","Demolition/rebuild

8/26/14 - EXTENSION GRANTED- NEW EXP. 2/26/15 - MS

&nbsp;

2/11/16- EXTENSION GRANTED - NEW EXP. 8/11/16 

*Revision for stairs/landing/doors* 2/11/16","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"7105 45TH ST
CHEVY CHASE, MD 20815
(38.980919, -77.089605)"
"594349","Finaled","23410","FOREST HAVEN","WAY",,"CLARKSBURG","MD","20871","2012-03-23T01:03:37.000","2012-03-23T01:03:00.000","2012-08-02T05:08:35.000","160","3000","deck - per montgomery county deck details**REVISION- WILL NOT BE USING MONTGOMERY&nbsp;COUNTY DECK DETAILS-has drawings- 05/29/2012**","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"23410 FOREST HAVEN WAY
CLARKSBURG, MD 20871
(39.239739, -77.270197)"
"594592","Finaled","3911","BRADLEY","LN",,"CHEVY CHASE","MD","20815","2012-03-27T11:03:38.000","2012-05-23T12:05:00.000","2012-08-09T10:08:40.000","1486","19995","INSTALLATION OF 93 SOLAR PANELS MOUNTED FLUSH TO ROOF OF EXISTING SFD.&nbsp; revision on 7/30/2012&nbsp; changed module layout.","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"3911 BRADLEY LN
CHEVY CHASE, MD 20815
(38.976716, -77.078728)"
"595497","Finaled","205","PAULA LYNN","DR",,"SILVER SPRING","MD","20904","2012-04-06T11:04:03.000","2012-04-06T01:04:00.000","2012-08-02T03:08:34.000","480","5000","shed 480 sqft&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SHED",,"205 PAULA LYNN DR
SILVER SPRING, MD 20904
(39.08618, -77.012234)"
"595658","Finaled","13903","ARCTIC","AVE",,"ROCKVILLE","MD","20853","2012-04-10T09:04:30.000","2012-05-11T03:05:00.000","2013-11-13T10:11:52.000","1250","65000","addition

&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"13903 ARCTIC AVE
ROCKVILLE, MD 20853
(39.084127, -77.094861)"
"595920","Finaled","13532","TIVOLI LAKE","BLVD",,"SILVER SPRING","MD","20906","2012-04-12T08:04:48.000","2012-05-17T07:05:00.000","2012-10-11T05:10:20.000","1739","200000","House Type: Manning&nbsp; MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"13532 TIVOLI LAKE BLVD
SILVER SPRING, MD 20906
(39.077625, -77.030445)"
"596153","Issued","16528","WALNUT HILL","RD",,"GAITHERSBURG","MD","20877","2012-04-13T12:04:36.000","2012-05-03T08:05:00.000",,"24","300","ENLARGE EXISTING WINDOW.&nbsp; Permit extended for 6 months","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"16528 WALNUT HILL RD
GAITHERSBURG, MD 20877
(39.128478, -77.182768)"
"596450","Finaled","8808","WALNUT HILL","RD",,"CHEVY CHASE","MD","20815","2012-04-18T09:04:19.000","2012-04-18T09:04:00.000","2012-09-24T08:09:45.000","182","6500","182 Sq Ft Deck, built as per Montgomery County Deck Details

**REVISION CHANGING SQ FT TO 258&nbsp; 8/30/12**

Revision issued 8/30/12","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"8808 WALNUT HILL RD
CHEVY CHASE, MD 20815
(38.99958, -77.068584)"
"597318","Finaled","1522","RABBIT HOLLOW","PL",,"SILVER SPRING","MD","20906","2012-04-26T10:04:52.000","2012-05-04T02:05:00.000","2012-06-26T07:06:07.000","120","3000","DECK**REVISION- EXTENDING DECK- 06/07/2012**&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"1522 RABBIT HOLLOW PL
SILVER SPRING, MD 20906
(39.074977, -77.034851)"
"597383","Finaled","1227","POPLAR RUN","DR",,"SILVER SPRING","MD","20906","2012-04-27T09:04:28.000","2012-06-04T09:06:53.000","2012-06-15T07:06:06.000","228","5000","DECK***REVISION- STRUCTURAL ONLY0 06/04/2012**&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"1227 POPLAR RUN DR
SILVER SPRING, MD 20906
(39.078466, -77.030867)"
"597476","Finaled","10401","BRINK","RD",,"GERMANTOWN","MD","20876","2012-04-30T08:04:18.000","2012-05-10T07:05:00.000","2012-09-17T03:09:05.000","1300","75000","Addition 900sq ft; Alterations 400********Revision to the trusses&nbsp; 7/13/12*****","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"10401 BRINK RD
GERMANTOWN, MD 20876
(39.205532, -77.213829)"
"597625","Finaled","15723","QUINCE TRACE","TER",,"GAITHERSBURG","MD","20878","2012-05-01T08:05:48.000","2012-06-13T03:06:57.000","2012-11-09T08:11:36.000","3384","103100","Referback : Model Tyler V Elev. 9.&nbsp; *Revision 7/20/12 - Changing garage into Sales Office*","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"15723 QUINCE TRACE TER
GAITHERSBURG, MD 20878
(39.113472, -77.244099)"
"597792","Finaled","9132","BRADFORD","RD",,"SILVER SPRING","MD","20901","2012-05-02T10:05:02.000","2012-05-07T11:05:00.000","2012-12-04T04:12:36.000","750","126000","SECOND FLOOR ADDITION&nbsp; revision to front porch 11/23/2012","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9132 BRADFORD RD
SILVER SPRING, MD 20901
(39.006356, -77.008458)"
"598059","Finaled","19016","WARRIOR BROOK","DR",,"GERMANTOWN","MD","20874","2012-05-04T11:05:47.000","2012-05-04T12:05:00.000","2013-02-07T04:02:56.000","26","5000","fence and deck

REVISION to the DECK&nbsp; - 1/9/13","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"19016 WARRIOR BROOK DR
GERMANTOWN, MD 20874
(39.16896, -77.280477)"
"598317","Finaled","7001","FLORIDA","ST",,"CHEVY CHASE","MD","20815","2012-05-08T12:05:08.000","2012-05-08T01:05:00.000","2012-09-18T03:09:15.000","673","20000","Basement *Revision 6/19/12 - Moving bathroom &amp; laundry* $0 COST / SQUARE FOOTAGE EFFECTED 316","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"7001 FLORIDA ST
CHEVY CHASE, MD 20815
(38.97998, -77.074122)"
